Tiempo (ms);Ángulo 1
9783;6.6172981262207
9817;5.47492551803589
9850;5.46014738082886
9883;6.63651895523071
9918;8.23480987548828
9952;9.65134143829346
9985;10.9117832183838
10018;12.1790914535522
10052;13.2600078582764
10087;13.5907154083252
10120;12.766242980957
10153;11.0856428146362
10187;9.34900379180908
10222;8.08555603027344
10255;7.10472869873047
10288;5.88290405273438
10322;4.38435792922974
10357;3.35962772369385
10390;3.50215721130371
10423;4.29121017456055
10457;4.34630441665649
10492;3.07953977584839
10525;1.29314196109772
10558;0.172328680753708
10592;0.293986827135086
10627;1.54081177711487
10660;3.39119935035706
10693;5.10982608795166
10727;6.1834020614624
10762;6.80966234207153
10795;7.56475877761841
10828;8.74836826324463
10862;10.3496332168579
10895;12.1895599365234
10930;13.8734712600708
10963;14.9199657440186
10997;15.1661195755005
11030;14.9557323455811
11065;14.673318862915
11098;14.2473573684692
11132;13.3868656158447
11165;12.0921792984009
11200;10.6630535125732
11233;9.30769062042236
11267;7.98194265365601
11300;6.58422470092773
11335;5.11451625823975
11368;3.70854258537292
11402;2.65913105010986
11435;2.22844123840332
11470;2.2667715549469
11503;2.22864985466003
11537;1.71328246593475
11570;0.823018193244934
11605;-0.00851776544004679
11638;-0.417477637529373
11672;-0.42660391330719
